"id_candidato";"condicao";"sentiment_ptbr";"n";"words_total";"fator"
4302973;"contratado";"alegria";1;14;0.0714285714285714
4302973;"contratado";"antecipação";2;14;0.142857142857143
4302973;"contratado";"confiança";3;14;0.214285714285714
4302973;"contratado";"positivo";7;14;0.5
4302973;"contratado";"surpresa";1;14;0.0714285714285714
4316123;"contratado";"antecipação";1;10;0.1
4316123;"contratado";"confiança";2;10;0.2
4316123;"contratado";"positivo";7;10;0.7
4317119;"contratado";"antecipação";1;4;0.25
4317119;"contratado";"positivo";3;4;0.75
4317190;"contratado";"positivo";1;1;1
4317500;"contratado";"alegria";8;47;0.170212765957447
4317500;"contratado";"antecipação";6;47;0.127659574468085
4317500;"contratado";"confiança";6;47;0.127659574468085
4317500;"contratado";"nojo";1;47;0.0212765957446809
4317500;"contratado";"positivo";22;47;0.468085106382979
4317500;"contratado";"raiva";1;47;0.0212765957446809
4317500;"contratado";"surpresa";3;47;0.0638297872340425
4319823;"contratado";"positivo";3;3;1
4319910;"contratado";"antecipação";1;11;0.0909090909090909
4319910;"contratado";"confiança";2;11;0.181818181818182
4319910;"contratado";"positivo";8;11;0.727272727272727
4320139;"contratado";"alegria";3;31;0.0967741935483871
4320139;"contratado";"antecipação";2;31;0.0645161290322581
4320139;"contratado";"confiança";5;31;0.161290322580645
4320139;"contratado";"medo";1;31;0.032258064516129
4320139;"contratado";"negativo";5;31;0.161290322580645
4320139;"contratado";"nojo";2;31;0.0645161290322581
4320139;"contratado";"positivo";9;31;0.290322580645161
4320139;"contratado";"raiva";1;31;0.032258064516129
4320139;"contratado";"surpresa";1;31;0.032258064516129
4320139;"contratado";"tristeza";2;31;0.0645161290322581
4322309;"contratado";"positivo";1;1;1
4325084;"contratado";"antecipação";5;27;0.185185185185185
4325084;"contratado";"confiança";7;27;0.259259259259259
4325084;"contratado";"positivo";15;27;0.555555555555556
4325139;"contratado";"antecipação";3;16;0.1875
4325139;"contratado";"confiança";4;16;0.25
4325139;"contratado";"positivo";7;16;0.4375
4325139;"contratado";"raiva";1;16;0.0625
4325139;"contratado";"surpresa";1;16;0.0625
4325912;"recusado";"confiança";1;2;0.5
4325912;"recusado";"positivo";1;2;0.5
4337480;"contratado";"alegria";1;43;0.0232558139534884
4337480;"contratado";"antecipação";2;43;0.0465116279069767
4337480;"contratado";"confiança";1;43;0.0232558139534884
4337480;"contratado";"medo";7;43;0.162790697674419
4337480;"contratado";"negativo";13;43;0.302325581395349
4337480;"contratado";"nojo";7;43;0.162790697674419
4337480;"contratado";"positivo";4;43;0.0930232558139535
4337480;"contratado";"raiva";4;43;0.0930232558139535
4337480;"contratado";"surpresa";2;43;0.0465116279069767
4337480;"contratado";"tristeza";2;43;0.0465116279069767
4351475;"contratado";"antecipação";2;4;0.5
4351475;"contratado";"positivo";2;4;0.5
4356577;"recusado";"alegria";2;17;0.117647058823529
4356577;"recusado";"antecipação";4;17;0.235294117647059
4356577;"recusado";"confiança";3;17;0.176470588235294
4356577;"recusado";"positivo";6;17;0.352941176470588
4356577;"recusado";"surpresa";2;17;0.117647058823529
4359727;"contratado";"antecipação";2;10;0.2
4359727;"contratado";"confiança";1;10;0.1
4359727;"contratado";"negativo";1;10;0.1
4359727;"contratado";"positivo";5;10;0.5
4359727;"contratado";"raiva";1;10;0.1
4362656;"recusado";"medo";1;2;0.5
4362656;"recusado";"negativo";1;2;0.5
4370771;"recusado";"confiança";3;14;0.214285714285714
4370771;"recusado";"nojo";2;14;0.142857142857143
4370771;"recusado";"positivo";7;14;0.5
4370771;"recusado";"surpresa";1;14;0.0714285714285714
4370771;"recusado";"tristeza";1;14;0.0714285714285714
4371292;"recusado";"alegria";3;17;0.176470588235294
4371292;"recusado";"antecipação";1;17;0.0588235294117647
4371292;"recusado";"confiança";1;17;0.0588235294117647
4371292;"recusado";"medo";1;17;0.0588235294117647
4371292;"recusado";"positivo";11;17;0.647058823529412
4380374;"contratado";"alegria";1;25;0.04
4380374;"contratado";"antecipação";4;25;0.16
4380374;"contratado";"confiança";3;25;0.12
4380374;"contratado";"medo";2;25;0.08
4380374;"contratado";"negativo";2;25;0.08
4380374;"contratado";"nojo";2;25;0.08
4380374;"contratado";"positivo";4;25;0.16
4380374;"contratado";"raiva";2;25;0.08
4380374;"contratado";"surpresa";3;25;0.12
4380374;"contratado";"tristeza";2;25;0.08
4383505;"contratado";"positivo";1;1;1
4402041;"contratado";"alegria";1;6;0.166666666666667
4402041;"contratado";"confiança";2;6;0.333333333333333
4402041;"contratado";"positivo";3;6;0.5
4414933;"recusado";"alegria";1;6;0.166666666666667
4414933;"recusado";"antecipação";1;6;0.166666666666667
4414933;"recusado";"confiança";1;6;0.166666666666667
4414933;"recusado";"positivo";2;6;0.333333333333333
4414933;"recusado";"surpresa";1;6;0.166666666666667
4428165;"contratado";"alegria";1;5;0.2
4428165;"contratado";"confiança";1;5;0.2
4428165;"contratado";"positivo";3;5;0.6
4428955;"contratado";"confiança";3;7;0.428571428571429
4428955;"contratado";"positivo";4;7;0.571428571428571
4433802;"contratado";"alegria";1;43;0.0232558139534884
4433802;"contratado";"antecipação";2;43;0.0465116279069767
4433802;"contratado";"confiança";1;43;0.0232558139534884
4433802;"contratado";"medo";7;43;0.162790697674419
4433802;"contratado";"negativo";13;43;0.302325581395349
4433802;"contratado";"nojo";7;43;0.162790697674419
4433802;"contratado";"positivo";4;43;0.0930232558139535
4433802;"contratado";"raiva";4;43;0.0930232558139535
4433802;"contratado";"surpresa";2;43;0.0465116279069767
4433802;"contratado";"tristeza";2;43;0.0465116279069767
4436903;"recusado";"positivo";1;1;1
4441481;"recusado";"antecipação";1;3;0.333333333333333
4441481;"recusado";"positivo";2;3;0.666666666666667
4442470;"recusado";"confiança";1;2;0.5
4442470;"recusado";"positivo";1;2;0.5
4453406;"recusado";"antecipação";7;33;0.212121212121212
4453406;"recusado";"confiança";5;33;0.151515151515152
4453406;"recusado";"medo";4;33;0.121212121212121
4453406;"recusado";"negativo";4;33;0.121212121212121
4453406;"recusado";"nojo";2;33;0.0606060606060606
4453406;"recusado";"positivo";7;33;0.212121212121212
4453406;"recusado";"raiva";2;33;0.0606060606060606
4453406;"recusado";"tristeza";2;33;0.0606060606060606
4454029;"contratado";"antecipação";1;6;0.166666666666667
4454029;"contratado";"confiança";2;6;0.333333333333333
4454029;"contratado";"positivo";3;6;0.5
4456890;"recusado";"alegria";7;39;0.179487179487179
4456890;"recusado";"antecipação";8;39;0.205128205128205
4456890;"recusado";"confiança";9;39;0.230769230769231
4456890;"recusado";"positivo";12;39;0.307692307692308
4456890;"recusado";"surpresa";3;39;0.0769230769230769
4459063;"contratado";"antecipação";1;5;0.2
4459063;"contratado";"negativo";3;5;0.6
4459063;"contratado";"positivo";1;5;0.2
4472394;"recusado";"alegria";3;31;0.0967741935483871
4472394;"recusado";"antecipação";2;31;0.0645161290322581
4472394;"recusado";"confiança";5;31;0.161290322580645
4472394;"recusado";"negativo";3;31;0.0967741935483871
4472394;"recusado";"positivo";16;31;0.516129032258065
4472394;"recusado";"surpresa";1;31;0.032258064516129
4472394;"recusado";"tristeza";1;31;0.032258064516129
4472540;"recusado";"alegria";2;24;0.0833333333333333
4472540;"recusado";"antecipação";3;24;0.125
4472540;"recusado";"confiança";4;24;0.166666666666667
4472540;"recusado";"positivo";15;24;0.625
4472664;"recusado";"antecipação";3;11;0.272727272727273
4472664;"recusado";"confiança";1;11;0.0909090909090909
4472664;"recusado";"positivo";7;11;0.636363636363636
4478472;"contratado";"alegria";1;12;0.0833333333333333
4478472;"contratado";"antecipação";1;12;0.0833333333333333
4478472;"contratado";"confiança";1;12;0.0833333333333333
4478472;"contratado";"negativo";2;12;0.166666666666667
4478472;"contratado";"nojo";1;12;0.0833333333333333
4478472;"contratado";"positivo";3;12;0.25
4478472;"contratado";"raiva";1;12;0.0833333333333333
4478472;"contratado";"surpresa";1;12;0.0833333333333333
4478472;"contratado";"tristeza";1;12;0.0833333333333333
4480604;"recusado";"confiança";2;2;1
4506707;"recusado";"alegria";1;10;0.1
4506707;"recusado";"antecipação";1;10;0.1
4506707;"recusado";"confiança";3;10;0.3
4506707;"recusado";"positivo";5;10;0.5
4549596;"contratado";"antecipação";1;2;0.5
4549596;"contratado";"positivo";1;2;0.5
